"Id","Year","Fiscal Year","DEPARTMENT","DIVISION","SECTION","FUND TYPE","FUND GROUP","FUND NAME","EXP/REV","OJBECT CLASS","ACCOUNT CATEGORY","ACCOUNT NAME","BUDGET AMOUNT"
"5302","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Longevity","700"
"5303","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","In Lieu Vacation","8647"
"5304","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","In Lieu Vacation","8647"
"5305","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Overtime","10000"
"5306","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Overtime","10000"
"5307","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Salaries","Regular Hours","766710"
"5308","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Salaries","Regular Hours","739195"
"5309","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Small Tools And Equipment","-1000"
"5310","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Small Tools And Equipment","3000"
"5311","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Recreational Supplies","500"
"5312","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Recreational Supplies","500"
"5313","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Base Labor Increase","750"
"5314","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Worker's Compensation","34468"
"5315","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Worker's Compensation","29713"
"5316","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","State Unemployment Insurance","1890"
"5317","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","State Unemployment Insurance","1890"
"5318","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Medicare Insurance","11117"
"5319","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Medicare Insurance","10718"
"5320","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","FICA - OASDI","13570"
"5321","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","FICA - OASDI","13355"
"5322","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Clothing and Uniforms","4945"
"5323","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Clothing and Uniforms","4945"
"5324","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Safety Equipment Allowance","500"
"5325","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Other Professional Services","200000"
"5326","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Other Professional Services","-2063"
"5327","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Other Professional Services","200000"
"5328","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Contracted Instructional Svcs","1000"
"5329","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Contracted Instructional Svcs","1200"
"5330","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Contracted Instructional Svcs","1000"
"5331","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","Risk Management","Risk Management Fund","Risk Mgmt Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","500000"
"5332","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","Risk Management","Risk Management Fund","Risk Mgmt Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","500000"
"5333","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - CR","-500000"
"5334","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - CR","-500000"
"5335","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund SerProvided","Central Services Mail Charges","300"
"5336","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund SerProvided","Central Services Mail Charges","300"
"5337","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Memberships Licenses and Dues","200"
"5338","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Memberships Licenses and Dues","200"
"5339","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Books and Periodicals","Books & Periodicals","1500"
"5340","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Books and Periodicals","Books & Periodicals","1500"
"5341","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Food","Food - Food Programs","1200"
"5342","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Food","Food - Food Programs","1200"
"5343","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Small Tools And Equipment","3000"
"5344","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Meals","800"
"5345","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Meals","800"
"5346","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Transportation","700"
"5347","2015","FY2014/15","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Transportation","700"
"5348","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Printing And Binding","1200"
"5349","2016","FY2015/16","Fire","Admin. Services Division","Fire Training","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Printing And Binding","-1200"
